AL,NCBI_SEQ_ID,VERS_ACCESS
 2856         , 91211608     ,YP_541594.1   
 2857         , 91211615     ,YP_541601.1   
 2858         , 91211740     ,YP_541726.1   
 2859         , 91211810     ,YP_541796.1   
 2860         , 91211820     ,YP_541806.1   
 2861         , 91211830     ,YP_541816.1   
 2862         , 91211840     ,YP_541826.1   
 2863         , 91211875     ,YP_541861.1   
 2864         , 91211948     ,YP_541934.1   
 2865         , 91212055     ,YP_542041.1   
 2866         , 91212058     ,YP_542044.1   
 2867         , 91212145     ,YP_542131.1   
 2868         , 91212146     ,YP_542132.1   
 2869         , 91212268     ,YP_542254.1   
 2870         , 91212292     ,YP_542278.1   
 2871         , 91212302     ,YP_542288.1   
 2872         , 91212495     ,YP_542481.1   
 2873         , 91212497     ,YP_542483.1   
 2874         , 91212589     ,YP_542575.1   
 2875         , 91212591     ,YP_542577.1   
 2876         , 91212708     ,YP_542694.1   
 2877         , 91212713     ,YP_542699.1   
 2878         , 91212722     ,YP_542708.1   
 2879         , 91212728     ,YP_542714.1   
 2880         , 91212735     ,YP_542721.1   
 2881         , 91212738     ,YP_542724.1   
 2882         , 91212740     ,YP_542726.1   
 2883         , 91212746     ,YP_542732.1   
 2884         , 91212752     ,YP_542738.1   
 2885         , 91212753     ,YP_542739.1   
 2886         , 91212757     ,YP_542743.1   
 2887         , 91212789     ,YP_542775.1   
 2888         , 91212806     ,YP_542792.1   
 2889         , 91212813     ,YP_542799.1   
 2890         , 91212814     ,YP_542800.1   
 2891         , 91212836     ,YP_542822.1   
 2892         , 91212856     ,YP_542842.1   
 2893         , 91213072     ,YP_543058.1   
 2894         , 91213153     ,YP_543139.1   
 2895         , 91213154     ,YP_543140.1   
 2896         , 91213221     ,YP_543207.1   
 2897         , 91213253     ,YP_543239.1   
 2898         , 91213256     ,YP_543242.1   
 2899         , 91213257     ,YP_543243.1   
 2900         , 91213259     ,YP_543245.1   
 2901         , 91213265     ,YP_543251.1   
 2902         , 91213293     ,YP_543279.1   
 2903         , 91213296     ,YP_543282.1   
 2904         , 91213301     ,YP_543287.1   
 2905         , 91213597     ,YP_543583.1   
 2906         , 91213693     ,YP_543679.1   
 2907         , 91213726     ,YP_543712.1   
 2908         , 91213800     ,YP_543786.1   
 2909         , 91213813     ,YP_543799.1   
 2910         , 94308948     ,YP_582158.1   
 2911         , 94308991     ,YP_582201.1   
 2912         , 94309041     ,YP_582251.1   
 2913         , 94309101     ,YP_582311.1   
 2914         , 94309132     ,YP_582342.1   
 2915         , 94309323     ,YP_582533.1   
 2916         , 94309362     ,YP_582572.1   
 2917         , 94309368     ,YP_582578.1   
 2918         , 94309384     ,YP_582594.1   
 2919         , 94309385     ,YP_582595.1   
 2920         , 94309391     ,YP_582601.1   
 2921         , 94309411     ,YP_582621.1   
 2922         , 94309450     ,YP_582660.1   
 2923         , 94309477     ,YP_582687.1   
 2924         , 94309611     ,YP_582821.1   
 2925         , 94309629     ,YP_582839.1   
 2926         , 94309640     ,YP_582850.1   
 2927         , 94309658     ,YP_582868.1   
 2928         , 94309664     ,YP_582874.1   
 2929         , 94309727     ,YP_582937.1   
 2930         , 94309729     ,YP_582939.1   
 2931         , 94309776     ,YP_582986.1   
 2932         , 94309858     ,YP_583068.1   
 2933         , 94309949     ,YP_583159.1   
 2934         , 94309964     ,YP_583174.1   
 2935         , 94309979     ,YP_583189.1   
 2936         , 94309997     ,YP_583207.1   
 2937         , 94310000     ,YP_583210.1   
 2938         , 94310013     ,YP_583223.1   
 2939         , 94310030     ,YP_583240.1   
 2940         , 94310045     ,YP_583255.1   
 2941         , 94310109     ,YP_583319.1   
 2942         , 94310110     ,YP_583320.1   
 2943         , 94310121     ,YP_583331.1   
 2944         , 94310158     ,YP_583368.1   
 2945         , 94310376     ,YP_583586.1   
 2946         , 94310379     ,YP_583589.1   
 2947         , 94310391     ,YP_583601.1   
 2948         , 94310405     ,YP_583615.1   
 2949         , 94310708     ,YP_583918.1   
 2950         , 94310822     ,YP_584032.1   
 2951         , 94310823     ,YP_584033.1   
 2952         , 94310969     ,YP_584179.1   
 2953         , 94310970     ,YP_584180.1   
 2954         , 94311034     ,YP_584244.1   
 2955         , 94311043     ,YP_584253.1   
 2956         , 94311072     ,YP_584282.1   
 2957         , 94311078     ,YP_584288.1   
 2958         , 94311131     ,YP_584341.1   
 2959         , 94311346     ,YP_584556.1   
 2960         , 94311364     ,YP_584574.1   
 2961         , 94311396     ,YP_584606.1   
 2962         , 94311401     ,YP_584611.1   
 2963         , 94311403     ,YP_584613.1   
 2964         , 94311405     ,YP_584615.1   
 2965         , 94311420     ,YP_584630.1   
 2966         , 94311462     ,YP_584672.1   
 2967         , 94311543     ,YP_584753.1   
 2968         , 94311566     ,YP_584776.1   
 2969         , 94311612     ,YP_584822.1   
 2970         , 94311672     ,YP_584882.1   
 2971         , 94311736     ,YP_584946.1   
 2972         , 94311794     ,YP_585004.1   
 2973         , 94311802     ,YP_585012.1   
 2974         , 94311803     ,YP_585013.1   
 2975         , 94311817     ,YP_585027.1   
 2976         , 94311843     ,YP_585053.1   
 2977         , 94311853     ,YP_585063.1   
 2978         , 94311854     ,YP_585064.1   
 2979         , 94311870     ,YP_585080.1   
 2980         , 94311902     ,YP_585112.1   
 2981         , 94311905     ,YP_585115.1   
 2982         , 94311985     ,YP_585195.1   
 2983         , 94311988     ,YP_585198.1   
 2984         , 94312111     ,YP_585321.1   
 2985         , 94312112     ,YP_585322.1   
 2986         , 94312131     ,YP_585341.1   
 2987         , 94312175     ,YP_585385.1   
 2988         , 94312177     ,YP_585387.1   
 2989         , 94312179     ,YP_585389.1   
 2990         , 94312222     ,YP_585432.1   
 2991         , 94312228     ,YP_585438.1   
 2992         , 94312233     ,YP_585443.1   
 2993         , 94312235     ,YP_585445.1   
 2994         , 94312237     ,YP_585447.1   
 2995         , 94312241     ,YP_585451.1   
 2996         , 94312245     ,YP_585455.1   
 2997         , 94312246     ,YP_585456.1   
 2998         , 94312248     ,YP_585458.1   
 2999         , 94312265     ,YP_585475.1   
 3000         , 94312270     ,YP_585480.1   
 3001         , 94312271     ,YP_585481.1   
 3002         , 94312424     ,YP_585634.1   
 3003         , 94312425     ,YP_585635.1   
 3004         , 94312427     ,YP_585637.1   
 3005         , 94312431     ,YP_585641.1   
 3006         ,109946652     ,YP_663880.1   
 3007         ,109946653     ,YP_663881.1   
 3008         ,109946655     ,YP_663883.1   
 3009         ,109946697     ,YP_663925.1   
 3010         ,109946702     ,YP_663930.1   
 3011         ,109946734     ,YP_663962.1   
 3012         ,109946738     ,YP_663966.1   
 3013         ,109946744     ,YP_663972.1   
 3014         ,109946749     ,YP_663977.1   
 3015         ,109946755     ,YP_663983.1   
 3016         ,109946759     ,YP_663987.1   
 3017         ,109946761     ,YP_663989.1   
 3018         ,109946762     ,YP_663990.1   
 3019         ,109946766     ,YP_663994.1   
 3020         ,109946770     ,YP_663998.1   
 3021         ,109946773     ,YP_664001.1   
 3022         ,109946777     ,YP_664005.1   
 3023         ,109946778     ,YP_664006.1   
 3024         ,109946783     ,YP_664011.1   
 3025         ,109946852     ,YP_664080.1   
 3026         ,109946863     ,YP_664091.1   
 3027         ,109946872     ,YP_664100.1   
 3028         ,109946875     ,YP_664103.1   
 3029         ,109946879     ,YP_664107.1   
 3030         ,109946883     ,YP_664111.1   
 3031         ,109946890     ,YP_664118.1   
 3032         ,109946907     ,YP_664135.1   
 3033         ,109946946     ,YP_664174.1   
 3034         ,109946947     ,YP_664175.1   
 3035         ,109946976     ,YP_664204.1   
 3036         ,109946977     ,YP_664205.1   
 3037         ,109946990     ,YP_664218.1   
 3038         ,109947020     ,YP_664248.1   
 3039         ,109947021     ,YP_664249.1   
 3040         ,109947030     ,YP_664258.1   
 3041         ,109947032     ,YP_664260.1   
 3042         ,109947057     ,YP_664285.1   
 3043         ,109947061     ,YP_664289.1   
 3044         ,109947062     ,YP_664290.1   
 3045         ,109947063     ,YP_664291.1   
 3046         ,109947068     ,YP_664296.1   
 3047         ,109947117     ,YP_664345.1   
 3048         ,109947127     ,YP_664355.1   
 3049         ,109947167     ,YP_664395.1   
 3050         ,109947169     ,YP_664397.1   
 3051         ,109947170     ,YP_664398.1   
 3052         ,109947214     ,YP_664442.1   
 3053         ,109947217     ,YP_664445.1   
 3054         ,109947274     ,YP_664502.1   
 3055         ,109947296     ,YP_664524.1   
 3056         ,109947299     ,YP_664527.1   
 3057         ,109947300     ,YP_664528.1   
 3058         ,109947342     ,YP_664570.1   
 3059         ,109947358     ,YP_664586.1   
 3060         ,109947365     ,YP_664593.1   
 3061         ,109947377     ,YP_664605.1   
 3062         ,109947388     ,YP_664616.1   
 3063         ,109947389     ,YP_664617.1   
 3064         ,109947397     ,YP_664625.1   
 3065         ,109947463     ,YP_664691.1   
 3066         ,109947464     ,YP_664692.1   
 3067         ,109947475     ,YP_664703.1   
 3068         ,109947505     ,YP_664733.1   
 3069         ,109947516     ,YP_664744.1   
 3070         ,109947531     ,YP_664759.1   
 3071         ,109947543     ,YP_664771.1   
 3072         ,109947592     ,YP_664820.1   
 3073         ,109947606     ,YP_664834.1   
 3074         ,109947628     ,YP_664856.1   
 3075         ,109947648     ,YP_664876.1   
 3076         ,109947650     ,YP_664878.1   
 3077         ,109947689     ,YP_664917.1   
 3078         ,109947700     ,YP_664928.1   
 3079         ,109947723     ,YP_664951.1   
 3080         ,109947725     ,YP_664953.1   
 3081         ,109947774     ,YP_665002.1   
 3082         ,109947830     ,YP_665058.1   
 3083         ,109947835     ,YP_665063.1   
 3084         ,109947841     ,YP_665069.1   
 3085         ,109947862     ,YP_665090.1   
 3086         ,109947884     ,YP_665112.1   
 3087         ,109947885     ,YP_665113.1   
 3088         ,109947952     ,YP_665180.1   
 3089         ,109947963     ,YP_665191.1   
 3090         ,109947964     ,YP_665192.1   
 3091         ,109948008     ,YP_665236.1   
 3092         ,109948051     ,YP_665279.1   
 3093         ,109948052     ,YP_665280.1   
 3094         ,109948061     ,YP_665289.1   
 3095         ,109948066     ,YP_665294.1   
 3096         ,109948068     ,YP_665296.1   
 3097         ,109948077     ,YP_665305.1   
 3098         ,109948169     ,YP_665397.1   
 3099         ,109948171     ,YP_665399.1   
 3100         ,109948207     ,YP_665435.1   
 3101         ,109948250     ,YP_665478.1   
 3102         ,110636433     ,YP_676640.1   
 3103         ,110636435     ,YP_676642.1   
 3104         ,110636452     ,YP_676659.1   
 3105         ,110636495     ,YP_676702.1   
 3106         ,110636497     ,YP_676704.1   
 3107         ,110636498     ,YP_676705.1   
 3108         ,110636511     ,YP_676718.1   
 3109         ,110636520     ,YP_676727.1   
 3110         ,110636537     ,YP_676744.1   
 3111         ,110636565     ,YP_676772.1   
 3112         ,110636583     ,YP_676790.1   
 3113         ,110636600     ,YP_676807.1   
 3114         ,110636604     ,YP_676811.1   
 3115         ,110636608     ,YP_676815.1   
 3116         ,110636720     ,YP_676927.1   
 3117         ,110636747     ,YP_676954.1   
 3118         ,110636750     ,YP_676957.1   
 3119         ,110636756     ,YP_676963.1   
 3120         ,110636759     ,YP_676966.1   
 3121         ,110636760     ,YP_676967.1   
 3122         ,110636796     ,YP_677003.1   
 3123         ,110636905     ,YP_677113.1   
 3124         ,110636997     ,YP_677204.1   
 3125         ,110637018     ,YP_677225.1   
 3126         ,110637068     ,YP_677275.1   
 3127         ,110637069     ,YP_677276.1   
 3128         ,110637113     ,YP_677320.1   
 3129         ,110637137     ,YP_677344.1   
 3130         ,110637161     ,YP_677368.1   
 3131         ,110637252     ,YP_677459.1   
 3132         ,110637339     ,YP_677546.1   
 3133         ,110637346     ,YP_677553.1   
 3134         ,110637349     ,YP_677556.1   
 3135         ,110637406     ,YP_677613.1   
 3136         ,110637412     ,YP_677619.1   
 3137         ,110637417     ,YP_677624.1   
 3138         ,110637467     ,YP_677674.1   
 3139         ,110637495     ,YP_677702.1   
 3140         ,110637538     ,YP_677745.1   
 3141         ,110637557     ,YP_677763.1   
 3142         ,110637675     ,YP_677882.1   
 3143         ,110637676     ,YP_677883.1   
 3144         ,110637692     ,YP_677899.1   
 3145         ,110637717     ,YP_677924.1   
 3146         ,110637758     ,YP_677965.1   
 3147         ,110637817     ,YP_678024.1   
 3148         ,110637829     ,YP_678036.1   
 3149         ,110637847     ,YP_678054.1   
 3150         ,110637850     ,YP_678057.1   
 3151         ,110637851     ,YP_678058.1   
 3152         ,110637940     ,YP_678147.1   
 3153         ,110637979     ,YP_678186.1   
 3154         ,110638017     ,YP_678224.1   
 3155         ,110638030     ,YP_678238.1   
 3156         ,110638035     ,YP_678243.1   
 3157         ,110638041     ,YP_678249.1   
 3158         ,110638045     ,YP_678253.1   
 3159         ,110638083     ,YP_678292.1   
 3160         ,110638101     ,YP_678310.1   
 3161         ,110638106     ,YP_678315.1   
 3162         ,110638107     ,YP_678316.1   
 3163         ,110638178     ,YP_678387.1   
 3164         ,110638185     ,YP_678394.1   
 3165         ,110638193     ,YP_678402.1   
 3166         ,110638228     ,YP_678437.1   
 3167         ,110638260     ,YP_678469.1   
 3168         ,110638564     ,YP_678773.1   
 3169         ,110638625     ,YP_678834.1   
 3170         ,110638749     ,YP_678958.1   
 3171         ,110638800     ,YP_679009.1   
 3172         ,110638824     ,YP_679033.1   
 3173         ,110638846     ,YP_679055.1   
 3174         ,110638860     ,YP_679069.1   
 3175         ,110638923     ,YP_679132.1   
 3176         ,110638998     ,YP_679207.1   
 3177         ,110639054     ,YP_679263.1   
 3178         ,110639058     ,YP_679267.1   
 3179         ,110639085     ,YP_679294.1   
 3180         ,110639206     ,YP_679415.1   
 3181         ,110639419     ,YP_679628.1   
 3182         ,110639474     ,YP_679683.1   
 3183         ,110639495     ,YP_679704.1   
 3184         ,110639506     ,YP_679715.1   
 3185         ,110639509     ,YP_679718.1   
 3186         ,110639514     ,YP_679723.1   
 3187         ,110639515     ,YP_679724.1   
 3188         ,110639520     ,YP_679729.1   
 3189         ,110639522     ,YP_679731.1   
 3190         ,110639524     ,YP_679733.1   
